X,Y,OBJECTID,MODULENAME,CASENUMBER,PROJECTNAME,SPATIALTYPE,APPLY_DATE,COMPLETE_DATE,EXPIRE_DATE,STATUS,DESCRIPTION,CASENAME,WORKCLASS_NAME,AFFORDABLE_HOUSING
-118.3716527,33.92443134,3500,PlanManagement,RPPL2016002331,2016-000520,Address,2016/05/24 00:00:00+00,2016/07/06 00:00:00+00,,Approved,117 sq ft addition to nonconforming rear unit,Permits & Reviews,Site Plan Review - Ministerial,
-118.1346744,34.19624214,3501,PlanManagement,RPPL2016002332,,Address,2016/05/24 00:00:00+00,2016/08/31 00:00:00+00,,Approved,remodeling. reconfigureing existing duplex and permitting new bedroom + proposed carport.,Referrals & Letters,Zoning Conformance Review,
-118.1347338,34.19626055,3502,PlanManagement,RPPL2016002332,,Address,2016/05/24 00:00:00+00,2016/08/31 00:00:00+00,,Approved,remodeling. reconfigureing existing duplex and permitting new bedroom + proposed carport.,Referrals & Letters,Zoning Conformance Review,
-118.1205524,34.19788114,3503,PlanManagement,RPPL2016002333,,Address,2016/05/24 00:00:00+00,2016/07/06 00:00:00+00,,Approved,150 SF addition to a SFR,Referrals & Letters,Zoning Conformance Review,
-118.3619158,33.91194325,3505,PlanManagement,RPPL2016002334,2016-000523,Address,2016/05/24 00:00:00+00,2016/05/24 00:00:00+00,,Approved,"?	 Add 36 sq. ft. Laundry room and remodel front Porch landing ",Referrals & Letters,Zoning Conformance Review,
-118.1737237,34.50493891,3506,PlanManagement,RPPL2016002336,,Address,2016/05/24 00:00:00+00,2016/06/13 00:00:00+00,,Approved,"new SFR (Manufactured home), old one to be removed ",Permits & Reviews,Site Plan Review - Ministerial,
-118.0905623,34.13242861,3507,PlanManagement,RPPL2016002337,,Address,2016/05/24 00:00:00+00,2016/08/22 00:00:00+00,,Approved,Proposing a new 650 sf covered patio. new 196 sf poolside trellis. bbq outdoor cooking station 150 sf,Permits & Reviews,Site Plan Review - Ministerial,
-118.5623334,34.45804258,3508,PlanManagement,RPPL2016002338,,Address,2016/05/24 00:00:00+00,2016/05/24 00:00:00+00,2018/05/24 00:00:00+00,Approved,Approved for pool and patio cover,Referrals & Letters,Zoning Conformance Review,
-117.7875999,34.08262434,3509,PlanManagement,RPPL2016002339,2016-000527,Address,2016/05/24 00:00:00+00,2016/10/27 00:00:00+00,,Approved,"RENOVATIONS INCLUDE: NEW PIPE CORRAL BARN, NEW METAL ROOFS OVER EXISTING STALLS, MODULAR CONESSION AND RESTROOM BUILDING, FIRE HYRDRANTS, REPLACE EXISTING RETAINING WALL, NEW SEVURITY LIGHT, ADA PARKING, AND DRAINAGE IMPROVEMENTS. ",Permits & Reviews,Site Plan Review - Ministerial,
-118.0731044,34.14483037,3510,PlanManagement,RPPL2016002340,,Address,2016/05/24 00:00:00+00,2016/06/21 00:00:00+00,,Completed,DMV Auto Registration - Approved for Auto Registration Office in MXD.,Referrals & Letters,DMV Referral,
-118.2124046,34.44510812,3511,PlanManagement,RPPL2016002341,t,Address,2016/05/24 00:00:00+00,2016/06/14 00:00:00+00,,Approved,Car Show Fundraiser,Legacy,Temporary Use Permit,
-117.9630262,33.97605618,3512,PlanManagement,RPPL2016002342,,Address,2016/05/24 00:00:00+00,2016/05/25 00:00:00+00,2018/05/25 00:00:00+00,Approved,"?	Approved for the following:",Referrals & Letters,Zoning Conformance Review,
-117.9087004,33.9773012,3513,PlanManagement,RPPL2016002343,,Address,2016/05/24 00:00:00+00,2016/07/05 00:00:00+00,,Approved,ROOM ADDITION,Referrals & Letters,Zoning Conformance Review,
-117.898997,33.98693975,3514,PlanManagement,RPPL2016002345,,Address,2016/05/24 00:00:00+00,2016/07/06 00:00:00+00,,Approved,ROOM ADDITION,Referrals & Letters,Zoning Conformance Review,
-117.9032126,33.98851174,3516,PlanManagement,RPPL2016002124,2016-000352,Address,2016/05/09 00:00:00+00,2016/05/24 00:00:00+00,,Completed,"Per Title 22, massage parlors that employ and maintain only CAMTC certified therapists and practitioners and were lawfully established prior to 1/1/15 may continue the use in the same location through 12/31/19. All operations must cease beginning 1/1/20 or a zone change is required. ",Referrals & Letters,Business License Referral,
-118.2978281,33.92376255,3519,PlanManagement,RPPL2016002347,,Address,2016/05/25 00:00:00+00,2016/07/25 00:00:00+00,,Approved,addition to the rear of (e) SFR with an attached 3-car garage,Permits & Reviews,Site Plan Review - Ministerial,
-117.9561758,34.56300382,3520,PlanManagement,RPPL2016002348,,Address,2016/05/25 00:00:00+00,2016/05/25 00:00:00+00,,Approved,new patio cover on SFR,Referrals & Letters,Zoning Conformance Review,
-117.8969377,33.97959036,3521,PlanManagement,RPPL2016002357,temp,Address,2016/05/25 00:00:00+00,2016/10/17 00:00:00+00,,Approved,"Legalizing 463 sf new addition, including one bedroom, one den, one living rm, & one bathrm. Legalizing 2 bedrms & 1 living rm, inside (e) garage. demo illegal bathrm #5 & make it hallway. construct (n) concrete driveway & (n) 2 car carport",Permits & Reviews,Site Plan Review - Ministerial,
-118.2368225,34.21837628,3523,PlanManagement,RPPL2016002358,,Address,2016/05/25 00:00:00+00,2016/08/23 00:00:00+00,,Approved,EXTEND EXISTING PORCH AND ROOF OVER PORCH,Referrals & Letters,Zoning Conformance Review,
-118.1789194,34.06161594,3524,PlanManagement,RPPL2016002360,,Address,2016/05/25 00:00:00+00,2016/05/25 00:00:00+00,,Completed,Auto repair,Referrals & Letters,Business License Referral,
-118.2519333,33.9877304,3525,PlanManagement,RPPL2016002359,,Address,2016/05/25 00:00:00+00,2016/05/25 00:00:00+00,,Approved,Change of parking layout for approved RPPL 2016000795 (TI for retail store/bargain store).,Referrals & Letters,Zoning Conformance Review,
-117.9499742,34.00658554,3526,PlanManagement,RPPL2016002361,,Address,2016/05/25 00:00:00+00,2016/06/16 00:00:00+00,,Approved,Living room addition of 306 sf with gable roof 3:12.,Referrals & Letters,Zoning Conformance Review,
-117.9123096,34.10843553,3528,PlanManagement,RPPL2016002362,temp,Address,2016/05/25 00:00:00+00,2016/06/27 00:00:00+00,,Approved,legalize addition; new porch; addition to existing garage,Referrals & Letters,Zoning Conformance Review,
-118.1512143,34.03314482,3530,PlanManagement,RPPL2016002363,,Address,2016/05/25 00:00:00+00,2016/05/25 00:00:00+00,,Completed,Nursery.,Referrals & Letters,Business License Referral,
-118.2302081,33.92919302,3531,PlanManagement,RPPL2016002364,,Address,2016/05/25 00:00:00+00,2016/05/25 00:00:00+00,,Completed,Launderette.,Referrals & Letters,Business License Referral,
-117.9471948,34.56537992,3536,PlanManagement,RPPL2016002349,,Address,2016/05/25 00:00:00+00,2016/05/25 00:00:00+00,,Approved,SFR addition,Referrals & Letters,Zoning Conformance Review,
-117.9679159,34.57250837,3537,PlanManagement,RPPL2016002350,,Address,2016/05/25 00:00:00+00,2016/05/25 00:00:00+00,,Approved,"RPPL2016002350 / 2016-000543       DETAILS OF APPROVAL       Approval expires:  5/25/18 9051 East Ave. R, Littlerock, APN 3027-018-014                                             Zone A-1-1 / Land Use RL1 Approved: 1) New attached 337 square feet (sf) rear patio cover on existing Single Family Residence (SFR). Patio cover is unenclosed. Roofing complies with SFR development standards as outlined in Title 22, Section 22.20.105.  --This project meets, and the property must be maintained in compliance with, all applicable portions of the Southeast Antelope Valley CSD--Maintain height and setbacks as shown and approved--Project may be subject to the Green Building Program to the satisfaction of the Dept. of Public Works.--No oak trees located near or within the property boundary lines. No oak tree encroachment being proposed or authorized.  No grading has been proposed, reviewed and/or approved. --Prior to the commencement of any construction, obtain any required permits and approvals from the Los Angeles County Department of Public Works, Environmental Health and/or Fire Departments.--All outdoor lighting on the property must comply with the standards outlined in the Rural Outdoor Lighting District, as outlined in Title 22, Chapter 22.44, Part 9. ",Referrals & Letters,Zoning Conformance Review,
-117.9036207,33.99082729,3538,PlanManagement,RPPL2016002351,temp,Address,2016/05/25 00:00:00+00,2016/06/07 00:00:00+00,,Approved,Demo unpermitted sunroom and patio cover (detached)383 sf additio (1-story) for kitchen/1 bathConvert existing garage 420 sf to family rm/ 1/2 bath,Permits & Reviews,Site Plan Review - Ministerial,
-118.6344474,34.11238469,3539,PlanManagement,RPPL2016002352,96184,Address,2016/05/25 00:00:00+00,2016/05/25 00:00:00+00,,Approved,REA ZCR ,Referrals & Letters,Zoning Conformance Review,
-118.1831306,34.04591846,3540,PlanManagement,RPPL2016002353,,Address,2016/05/25 00:00:00+00,2016/06/02 00:00:00+00,,Approved,NEW STAIRS AND LANDING FOR REAR DWELLING UNIT,Referrals & Letters,Zoning Conformance Review,
-118.1831361,34.04587313,3541,PlanManagement,RPPL2016002353,,Address,2016/05/25 00:00:00+00,2016/06/02 00:00:00+00,,Approved,NEW STAIRS AND LANDING FOR REAR DWELLING UNIT,Referrals & Letters,Zoning Conformance Review,
-118.3714767,33.98554774,3542,PlanManagement,RPPL2016002354,2016-000449,Address,2016/05/25 00:00:00+00,2016/08/18 00:00:00+00,,Withdrawn,Remodel first floor and construct a 2nd story addition,Permits & Reviews,Site Plan Review - Ministerial,
-118.1703526,34.64375977,3543,PlanManagement,RPPL2016002355,,Address,2016/05/25 00:00:00+00,2016/05/25 00:00:00+00,,Approved,Ground Mount Solar Panels,Referrals & Letters,Zoning Conformance Review,
-118.6323261,34.44654188,3546,PlanManagement,RPPL2016002368,2016-000556,Address,2016/05/26 00:00:00+00,2016/06/08 00:00:00+00,,Completed,Zoning Verification Letter,Referrals & Letters,Zoning Verification Letter,
-118.6309389,34.44319861,3548,PlanManagement,RPPL2016002370,2016-000558,Address,2016/05/26 00:00:00+00,2016/06/06 00:00:00+00,,Completed,Industrial Manufacturing,Referrals & Letters,Zoning Verification Letter,
-118.1311341,34.011331,3549,PlanManagement,RPPL2016002369,,Address,2016/05/26 00:00:00+00,2016/07/18 00:00:00+00,,Approved,NEW 26 SF BUSINESS WALL SIGN,Permits & Reviews,Site Plan Review - Ministerial,
-118.131243,34.01133765,3550,PlanManagement,RPPL2016002369,,Address,2016/05/26 00:00:00+00,2016/07/18 00:00:00+00,,Approved,NEW 26 SF BUSINESS WALL SIGN,Permits & Reviews,Site Plan Review - Ministerial,
-118.1313269,34.01134999,3551,PlanManagement,RPPL2016002369,,Address,2016/05/26 00:00:00+00,2016/07/18 00:00:00+00,,Approved,NEW 26 SF BUSINESS WALL SIGN,Permits & Reviews,Site Plan Review - Ministerial,
-118.6270561,34.43926375,3552,PlanManagement,RPPL2016002371,2016-000559,Address,2016/05/26 00:00:00+00,2016/06/01 00:00:00+00,,Completed,,Referrals & Letters,Zoning Verification Letter,
-118.5887997,34.40212525,3553,PlanManagement,RPPL2016002373,87222,Address,2016/05/26 00:00:00+00,2016/06/02 00:00:00+00,,Approved,"Construction of a 每 o	490 square foot pool, 35 square foot spa and pool equipment,o	Patio cover 1, 560 square feet,o	Patio cover 2, 236 square feet, o	Gas BBQ with vent hood, 36 inch high concrete countero	Fire pit o	CMU wall 1, 5 feet high, 10 feet long at patio cover 2,o	CMU wall 2, 5 feet high, 12.5 feet long at east, rear boundary of primary structure,o	CMU wall 3, 5 feet high, 24 feet long at east front boundary of primary structure, east property line,o	CMU wall 4, 5 feet high at west, front property line, o	CMU wall 5, 8 feet high, 24 feet long at patio cover 1,o	CMU wall 6, 5 feet high, 90 feet long at pool, spa and patio covers 	1 and 2, o	CMU wall 7, 5 feet high, 103 feet long in rear yard.Adjacent/accessory to the existing single-family residence located on the property.",Permits & Reviews,Revised Exhibit "A",
-118.1660768,34.01767757,3554,PlanManagement,RPPL2016002374,2016-000561,Address,2016/05/26 00:00:00+00,2016/05/26 00:00:00+00,,Completed,secondhand dealer,Referrals & Letters,Business License Referral,
-118.2190512,34.65918296,3556,PlanManagement,RPPL2016002377,,Address,2016/05/26 00:00:00+00,,,Void,Wrong Work Class. No money taken in. See RPPL2016002379.,Referrals & Letters,Zoning Conformance Review,
-118.1665618,34.01777923,3557,PlanManagement,RPPL2016002376,2016-000563,Address,2016/05/26 00:00:00+00,2016/06/23 00:00:00+00,,Completed,Auto report,Referrals & Letters,Business License Referral,
-117.9681239,34.0505786,3558,PlanManagement,RPPL2016002375,,Address,2016/05/26 00:00:00+00,2016/05/31 00:00:00+00,,Approved,PATIO COVER,Referrals & Letters,Zoning Conformance Review,
-118.0241984,34.7040045,3559,PlanManagement,RPPL2016002378,,Address,2016/05/26 00:00:00+00,2016/06/07 00:00:00+00,,Approved,new sign on GTE building,Permits & Reviews,Site Plan Review - Ministerial,
-118.2190512,34.65918296,3560,PlanManagement,RPPL2016002379,,Address,2016/05/26 00:00:00+00,2016/06/07 00:00:00+00,,Approved,"Busienss sign, Frontier",Permits & Reviews,Site Plan Review - Ministerial,
-118.0029166,33.9317526,3561,PlanManagement,RPPL2016002383,,Address,2016/05/26 00:00:00+00,2016/05/26 00:00:00+00,,Approved,468 SF addition,Referrals & Letters,Zoning Conformance Review,
-117.9325383,33.98979525,3562,PlanManagement,RPPL2016002385,,Address,2016/05/26 00:00:00+00,2018/06/20 00:00:00+00,2018/06/20 00:00:00+00,Denied,TI FOR CONVERT (E) DOCTOR OFFICE INTO (N) BEAUTY SALON SHOP,Referrals & Letters,Zoning Conformance Review,
-118.1382376,34.02002067,3563,PlanManagement,RPPL2016002384,,Address,2016/05/26 00:00:00+00,2016/05/26 00:00:00+00,,Approved,"811 Sq ft Addition 

?	 Legalize 77 sq. ft. cover patio addition. Section 22.48.120-H requires that such patio shall remain permanently unenclosed on at least two sides. This provision, however, shall not preclude the placement of detachable screens.
?	 Original Plot Plan approved the following:
?	Legalize 811 sq ft addition (2 bedrooms, living room and laundry room); demolish 77 sq. ft. non-permitted addition.",Permits & Reviews,Site Plan Review - Ministerial,
-118.5974318,34.27771623,3564,PlanManagement,RPPL2016002387,t,Address,2016/05/26 00:00:00+00,2016/07/25 00:00:00+00,,Recorded,New C of C,Permits & Reviews,Certificate of Compliance,
-118.2357876,34.22248126,3565,PlanManagement,RPPL2016002389,temp,Address,2016/05/26 00:00:00+00,2016/07/26 00:00:00+00,,Approved,"The address location is 2649 Foothill, but the main address for the plaza is 2621 Foothill. This is to relocate (1) existing sign ""US Bank"" a few feet to the left.",Permits & Reviews,Site Plan Review - Ministerial,
-117.9044278,33.98889712,3566,PlanManagement,RPPL2016002393,2016-000573,Address,2016/05/26 00:00:00+00,2016/08/01 00:00:00+00,,Completed,Public eating.,Referrals & Letters,Business License Referral,
-117.8652359,34.10395099,3567,PlanManagement,RPPL2016002392,temp,Address,2016/05/26 00:00:00+00,2016/07/21 00:00:00+00,,Approved,proposed patio cover 98 sf,Referrals & Letters,Zoning Conformance Review,
-118.2447297,34.23428112,3568,PlanManagement,RPPL2016002395,temp,Address,2016/05/26 00:00:00+00,2016/06/27 00:00:00+00,2018/06/27 00:00:00+00,Approved,new pool and spa construction + pool equipment,Referrals & Letters,Zoning Conformance Review,
-118.2440147,34.2404512,3569,PlanManagement,RPPL2016002394,tenp,Address,2016/05/26 00:00:00+00,2017/08/07 00:00:00+00,,Approved,168 sq. ft. kitchen addition,Referrals & Letters,Zoning Conformance Review,
-117.982939,34.0593487,3570,PlanManagement,RPPL2016002396,,Address,2016/05/26 00:00:00+00,2017/01/04 00:00:00+00,,Approved,ROOM ADDITION/ PATIO COVER,Referrals & Letters,Zoning Conformance Review,
-118.1671578,34.01790485,3571,PlanManagement,RPPL2016002397,2016-000578,Address,2016/05/26 00:00:00+00,2017/08/07 00:00:00+00,,Completed,Public eating,Referrals & Letters,Business License Referral,
-118.2893246,33.84223149,3572,PlanManagement,RPPL2016002398,t,Address,2016/05/26 00:00:00+00,2016/06/01 00:00:00+00,,Completed,Approved for a Traffic Violator School office.  A sign requires separate SPR approval.,Referrals & Letters,DMV Referral,
-118.5879459,34.37571335,3573,PlanManagement,RPPL2016002400,,Address,2016/05/26 00:00:00+00,2016/05/26 00:00:00+00,2018/05/26 00:00:00+00,Approved,pool,Referrals & Letters,Zoning Conformance Review,
-118.2366399,34.2223429,3574,PlanManagement,RPPL2016002389,2016-000571,Address,2016/05/26 00:00:00+00,2016/07/26 00:00:00+00,,Approved,"The address location is 2649 Foothill, but the main address for the plaza is 2621 Foothill. This is to relocate (1) existing sign ""US Bank"" a few feet to the left.",Permits & Reviews,Site Plan Review - Ministerial,
-118.1741048,34.05746841,3575,PlanManagement,RPPL2016002401,t,Address,2016/05/26 00:00:00+00,2016/09/08 00:00:00+00,,Completed,Food Establishment,Referrals & Letters,Business License Referral,
-118.2304418,33.97374634,3576,PlanManagement,RPPL2016002402,99104,Address,2016/05/26 00:00:00+00,,,New,?????????????????????????????????,Permits & Reviews,Revised Exhibit "A",
-118.1315559,34.18991564,3577,PlanManagement,RPPL2016002403,2016-000583,Address,2016/05/26 00:00:00+00,2016/06/29 00:00:00+00,,Approved,Pergola in existing County Park,Permits & Reviews,Site Plan Review - Ministerial,
-118.0293041,33.94186041,3578,PlanManagement,RPPL2016002405,,Address,2016/05/26 00:00:00+00,2016/06/02 00:00:00+00,,Completed,Approved for public eating.  No sales of alchohol permitted without a valid CUP.,Referrals & Letters,Business License Referral,
-118.295302,33.95912472,3579,PlanManagement,RPPL2016002404,,Address,2016/05/26 00:00:00+00,2017/06/07 00:00:00+00,,Void,406 SF 2-story addition,Permits & Reviews,Site Plan Review - Ministerial,
-117.8795302,34.10582187,3583,PlanManagement,RPPL2016002406,,Address,2016/05/26 00:00:00+00,2016/05/26 00:00:00+00,,Completed,Auto body & fender.  Auto paint,Referrals & Letters,Business License Referral,
-117.9923533,33.92699318,3585,PlanManagement,RPPL2016002407,,Address,2016/05/26 00:00:00+00,2017/05/03 00:00:00+00,2037/04/04 00:00:00+00,Approved,Animal Permit for 11 dogs and 1 cat.,Permits & Reviews,Animal Permit,
-118.1913106,34.05673823,3587,PlanManagement,RPPL2016002408,95225,Address,2016/05/26 00:00:00+00,2016/09/01 00:00:00+00,,Approved,WTF - new antennas,Permits & Reviews,Revised Exhibit "A",
-118.0252018,34.03191073,3588,PlanManagement,RPPL2016002409,96041,Address,2016/05/26 00:00:00+00,2016/06/30 00:00:00+00,2025/07/06 00:00:00+00,Approved,WTF - Replacement and Addition of Antennas at an Existing Monopole,Permits & Reviews,Revised Exhibit "A",
-117.9259154,34.04513151,3590,PlanManagement,RPPL2016002410,R2006-01211,Address,2016/05/26 00:00:00+00,2016/08/01 00:00:00+00,2017/02/20 00:00:00+00,Approved,"WTF Modifications?	Install (3) new remote radio units (RRUS32 B2), (1) per sector, and paint to match existing camouflage. ?	Install (12) new coax jumpers from RRUS32 to Air32 antenna, (4) per sector. ?	Install (1) new DUS inside existing 6601 (Dummy), to include small form-factor pluggables (SFP＊s ) ?	Utilize existing (3) SPD＊s inside existing SPD boxes.?	Utilize existing fiber/DC jumpers from existing 6/12 hybrid cable (HCS).",Permits & Reviews,Revised Exhibit "A",
-118.0850915,34.17717149,3591,PlanManagement,RPPL2016002411,,Address,2016/05/26 00:00:00+00,2017/05/04 00:00:00+00,2019/05/04 00:00:00+00,Approved,OTP for encroachment of four oak trees.,Permits & Reviews,Oak Tree Permit - Discretionary,
-118.1688746,34.18479702,3592,PlanManagement,RPPL2016002413,2016-000593,Address,2016/05/26 00:00:00+00,2017/10/04 00:00:00+00,,Approved,Proposes to remodel the existing house as well as to add.,Permits & Reviews,Site Plan Review - Ministerial,
-118.187757,34.51666571,3593,PlanManagement,RPPL2016002414,,Address,2016/05/27 00:00:00+00,2016/06/01 00:00:00+00,,Approved,Legalize agric. accessory structures,Permits & Reviews,Site Plan Review - Ministerial,
-118.6913464,34.11289871,3596,PlanManagement,RPPL2016002417,,Address,2016/05/31 00:00:00+00,2016/06/27 00:00:00+00,,Approved,REA ZCR - RELOCATE POOL ,Referrals & Letters,Zoning Conformance Review,
-118.0079026,34.04248176,3597,PlanManagement,RPPL2016002418,,Address,2016/05/31 00:00:00+00,2016/06/14 00:00:00+00,2018/06/27 00:00:00+00,Approved,ROOM ADDITION/ PATIO / DECK,Permits & Reviews,Site Plan Review - Ministerial,
-118.1723631,34.04075745,3598,PlanManagement,RPPL2016002427,2016-000605,Address,2016/05/31 00:00:00+00,2016/08/01 00:00:00+00,,Completed,Motor vehicle repair.,Referrals & Letters,Business License Referral,
-118.3523597,33.94059908,3599,PlanManagement,RPPL2016002429,2016-000608,Address,2016/05/31 00:00:00+00,2016/05/31 00:00:00+00,,Completed,Motor Vehicle Repair -  Previous approval for motor vehcile repair 9/12/02.  All repairs conducted within enclosed building.  No outside storage.,Referrals & Letters,Business License Referral,
-117.9025353,33.98802196,3600,PlanManagement,RPPL2016002430,2016-000609,Address,2016/05/31 00:00:00+00,2016/05/31 00:00:00+00,,Completed,Approved for Public Eating - Building & Safety approved a restaurant at #102 on 10/14/97.,Referrals & Letters,Business License Referral,
-118.226486,34.20787636,3601,PlanManagement,RPPL2016002431,,Address,2016/05/31 00:00:00+00,,,Void,3 Story 9 unit residential apartment building,Permits & Reviews,Oak Tree Permit - Administrative,
-118.226486,34.20787636,3602,PlanManagement,RPPL2016002434,,Address,2016/05/31 00:00:00+00,2018/05/10 00:00:00+00,,Approved,OTP w/Hearing - Removal of one oak tree and encroachment into the protected zones of two oak trees associated with construction of new 9-unit multi family residence and underground parking.,Permits & Reviews,Oak Tree Permit - Discretionary,
-118.1554058,34.18233344,3603,PlanManagement,RPPL2016002435,2016-000610,Address,2016/05/31 00:00:00+00,2016/07/12 00:00:00+00,,Approved,Legalize an existing 360 SF patio cover,Referrals & Letters,Zoning Conformance Review,
-118.2026815,34.65819404,3606,PlanManagement,RPPL2016002419,,Address,2016/05/31 00:00:00+00,2016/05/31 00:00:00+00,,Approved,Patio Cover,Referrals & Letters,Zoning Conformance Review,
-118.0452648,33.93911967,3607,PlanManagement,RPPL2016002420,2016-000597,Address,2016/05/31 00:00:00+00,2016/05/31 00:00:00+00,,Completed," Food Establishment and Filling Station (United Pacific #201) is consistent with C-3 zone and previous business license dated 1/23/90 and 11/22/00. No on-site seating, food preparation or take-out is permitted, No microwave ovens. No Alcohol without valid CUP and ABC approval.  Any expansion, tenant improvement or new signage requires Planning approval. Slaughtering on the premises is not permitted.",Referrals & Letters,Business License Referral,
-118.2160916,34.63436112,3608,PlanManagement,RPPL2016002421,,Address,2016/05/31 00:00:00+00,2016/05/31 00:00:00+00,,Approved,Ground Mount Solar Panels,Referrals & Letters,Zoning Conformance Review,
-118.8558538,34.12149449,3609,PlanManagement,RPPL2016002422,t,Address,2016/05/31 00:00:00+00,2016/06/28 00:00:00+00,2018/06/28 00:00:00+00,Approved,"Permit No: RPPL2016002422Project No: 2016-000600Address: 1335 Country Ranch Road  APN: 4472-034-018 Zone: A-2                                CSD: Santa Monica Mountains North AreaSanta Monica Mountains North Area Plan: 每 N5-Mountain Lands 5 (1 du/5 ac max) This Zoning Conformance Review approves the following for the above referenced project:?	Remodeling existing pool and spa (adding 198 square feet to existing pool and 24 square feet to spa)Special Notes: ?	No associated grading with this approved plan?	Oak trees are not indicated to be present on the property.  This approval does not grant any impact on oak trees.  ?	This project must also comply with the Green Building Program to the satisfaction of the Department of Public Works This approval is found to be in substantial compliance with the Los Angeles County Title 22 code requirements.   Changes to this approval require additional DRP review and fees, and may be subject to the Green Building Program. Obtain any necessary approvals from Los Angeles County Department of Public Works. Approvals from other County Departments may be needed prior to the issuance of a Building Permit.",Referrals & Letters,Zoning Conformance Review,
-117.9165064,34.048999,3611,PlanManagement,RPPL2016002423,,Address,2016/05/31 00:00:00+00,2016/06/28 00:00:00+00,,Approved,LAUNDRY ROOM,Referrals & Letters,Zoning Conformance Review,
-118.219294,34.63533662,3612,PlanManagement,RPPL2016002424,,Address,2016/05/31 00:00:00+00,2016/05/31 00:00:00+00,,Approved,Pool and spa,Referrals & Letters,Zoning Conformance Review,
-118.1737407,34.02499157,3613,PlanManagement,RPPL2016002425,,Address,2016/05/31 00:00:00+00,2016/06/20 00:00:00+00,,Approved,NEW 201 SF REAR ADD TO REAR DWELLING UNIT.,Referrals & Letters,Zoning Conformance Review,
-118.3584796,34.5154927,3614,PlanManagement,RPPL2016002438,,Address,2016/06/01 00:00:00+00,2016/06/01 00:00:00+00,2018/06/01 00:00:00+00,Approved,patio cover and minor addition,Referrals & Letters,Zoning Conformance Review,
-118.1799352,34.0569208,3615,PlanManagement,RPPL2016002437,,Address,2016/06/01 00:00:00+00,2016/07/26 00:00:00+00,,Approved,NEW 498 SF SECOND-FLOOR ADDITION.,Permits & Reviews,Site Plan Review - Ministerial,
-118.5966151,34.12428515,3616,PlanManagement,RPPL2016002439,2016-000615,Address,2016/06/01 00:00:00+00,2016/09/29 00:00:00+00,,Approved,New SFR near ridgeline area; Amendment 8/26/19 to change grading amounts (>1000 cy off-site transport),Permits & Reviews,Site Plan Review - Ministerial,
-118.1729078,34.46232012,3617,PlanManagement,RPPL2016002440,,Address,2016/06/01 00:00:00+00,2016/06/01 00:00:00+00,,Approved,pool,Referrals & Letters,Zoning Conformance Review,
-118.1717248,34.02366608,3618,PlanManagement,RPPL2016002451,2016-000626,Address,2016/06/01 00:00:00+00,2016/06/02 00:00:00+00,,Completed,,Referrals & Letters,Zoning Verification Letter,
-117.7907935,34.11313459,3619,PlanManagement,RPPL2016002452,,Address,2016/06/01 00:00:00+00,2016/06/30 00:00:00+00,2018/06/30 00:00:00+00,Approved,Build roofed patio cover 414 sf,Referrals & Letters,Zoning Conformance Review,
-118.3662856,33.98796786,3621,PlanManagement,RPPL2016002453,,Address,2016/06/01 00:00:00+00,2016/06/01 00:00:00+00,,Approved,Change of use from retail to medical (physical therapy) T.I.  Upgrade accessible parking.,Referrals & Letters,Zoning Conformance Review,
-118.1310895,34.19050436,3622,PlanManagement,RPPL2016002454,,Address,2016/06/01 00:00:00+00,2016/06/01 00:00:00+00,,Completed,Food establishment - mini-mart.,Referrals & Letters,Business License Referral,
-117.9035123,33.98694389,3624,PlanManagement,RPPL2016002455,,Address,2016/06/01 00:00:00+00,2016/06/14 00:00:00+00,,Completed,Public eating,Referrals & Letters,Business License Referral,
-118.1886522,34.02367504,3625,PlanManagement,RPPL2016002456,2016-000631,Address,2016/06/01 00:00:00+00,2016/06/21 00:00:00+00,,Completed,"public eating, coin phongraph",Referrals & Letters,Business License Referral,
-117.9941863,33.93073993,3626,PlanManagement,RPPL2016002457,,Address,2016/06/01 00:00:00+00,2017/10/16 00:00:00+00,,Withdrawn,"Existing McDonald's restaurant to be demolished and re-built including a drive-thru, playplace, and associated site improvements.",Permits & Reviews,Site Plan Review - Ministerial,
-118.1508574,34.01929649,3627,PlanManagement,RPPL2016002458,,Address,2016/06/01 00:00:00+00,2017/07/27 00:00:00+00,,Approved,"Existing McDonald's restaurant to be demolished and re-built including a drive-thru, playplace, and associated site improvements.",Permits & Reviews,Site Plan Review - Ministerial,
-118.0929986,34.13166486,3628,PlanManagement,RPPL2016002460,,Address,2016/06/01 00:00:00+00,2016/07/25 00:00:00+00,,Recorded,918 S. San Gabriel Blvd.,Permits & Reviews,Certificate of Compliance,
-118.0707564,33.96375977,3629,PlanManagement,RPPL2016002465,,Address,2016/06/01 00:00:00+00,2016/06/16 00:00:00+00,,Approved,Our Lady of Perpetual Help Church - Annual Festival,Legacy,Temporary Use Permit,
-118.2536776,34.4979748,3630,PlanManagement,RPPL2016002441,,Address,2016/06/01 00:00:00+00,2016/06/01 00:00:00+00,,Approved,solar panels for SFR,Referrals & Letters,Zoning Conformance Review,
-117.9127364,34.10950345,3631,PlanManagement,RPPL2016002442,,Address,2016/06/01 00:00:00+00,2016/08/15 00:00:00+00,,Approved,new 1 car carport: 456 sf. new laundry rm 65.5 sf,Referrals & Letters,Zoning Conformance Review,
